parent,label,date,lon,lat,confirmed,recovered,deaths
global,Südkorea,2020-03-06,128,36,6593,135,42
China,Hainan,2020-03-06,109.7453,19.1959,168,158,6
USA,"Wake County, NC",2020-03-06,-78.5661,35.8032,1,0,0
global,Iran,2020-03-06,53,32,4747,913,124
China,Hubei (Wuhan),2020-03-06,112.2707,30.9756,67592,42033,2931
USA,"Umatilla, OR",2020-03-06,-118.7606,45.775,1,0,0
USA,"Fulton County, GA",2020-03-06,-84.3963,33.8034,2,0,0
global,Vatikan,2020-03-06,12.4534,41.9029,1,0,0
China,Guizhou,2020-03-06,106.8748,26.8154,146,114,2
USA,"Washington County, OR",2020-03-06,-123.1386,45.547,2,0,0
USA,"Snohomish County, WA",2020-03-06,-121.8339,48.033,19,0,1
USA,"Humboldt County, CA",2020-03-06,-123.8695,40.745,1,0,0
USA,"Sacramento County, CA",2020-03-06,-121.3542,38.4747,2,0,0
USA,"San Diego County, CA",2020-03-06,-117.1611,32.7157,3,1,0
China,Tianjin,2020-03-06,117.323,39.3054,136,128,3
USA,"Kreuzfahrtschiff ""Diamond Princess""",2020-03-06,139.638,35.4437,45,0,0
USA,"San Benito, CA",2020-03-06,-120.9876,36.5761,2,0,0
Kanada,Quebec,2020-03-06,-73.5491,52.9399,2,0,0
USA,"Los Angeles, CA",2020-03-06,-118.2437,34.0522,13,0,0
Kanada,Alberta,2020-03-06,-116.5765,53.9333,1,0,0
Kanada,Ontario,2020-03-06,-85.3232,51.2538,25,3,0
China,Shanxi,2020-03-06,112.2922,37.5777,133,126,0
USA,"King County, WA",2020-03-06,-122.3321,47.6062,58,1,12
global,Togo,2020-03-06,0.8248,8.6195,1,0,0
global,Slowakei,2020-03-06,19.699,48.669,1,0,0
China,Gansu,2020-03-06,101.0583,37.8099,119,87,2
USA,"Maricopa County, AZ",2020-03-06,-112.4291,33.2918,2,1,0
global,Serbien,2020-03-06,21.0059,44.0165,1,0,0
global,Peru,2020-03-06,-75.0152,-9.19,1,0,0
global,Costa Rica,2020-03-06,-83.7534,9.7489,1,0,0
USA,"Cook County, IL",2020-03-06,-87.6976,41.7377,5,2,0
global,Kolumbien,2020-03-06,-74.2973,4.5709,1,0,0
global,Kamerun,2020-03-06,11.5021,3.848,1,0,0
China,Hong Kong,2020-03-06,114.2,22.3,107,46,2
global,Bhutan,2020-03-06,90.4336,27.5142,1,0,0
global,Südafrika,2020-03-06,22.9375,-30.5595,1,0,0
global,Slowenien,2020-03-06,14.9955,46.1512,7,0,0
global,Bosnien und Herzegowina,2020-03-06,17.6791,43.9159,2,0,0
global,Tunesien,2020-03-06,9,34,1,0,0
global,Polen,2020-03-06,19.1451,51.9194,5,0,0
China,Liaoning,2020-03-06,122.6085,41.2956,125,106,1
global,Liechtenstein,2020-03-06,9.55,47.14,1,0,0
global,Ungarn,2020-03-06,19.5033,47.1625,2,0,0
global,Ukraine,2020-03-06,31.1656,48.3794,1,0,0
global,Jordanien,2020-03-06,36.51,31.24,1,0,0
global,Chile,2020-03-06,-71.543,-35.6751,4,0,0
global,Argentinien,2020-03-06,-63.6167,-38.4161,2,0,0
China,Jilin,2020-03-06,126.1923,43.6661,93,90,1
global,Senegal,2020-03-06,-14.4524,14.4974,4,0,0
global,Saudiarabien,2020-03-06,45,24,5,0,0
global,Marokko,2020-03-06,-7.0926,31.7917,2,0,0
global,Tschechien,2020-03-06,15.473,49.8175,18,0,0
global,Lettland,2020-03-06,24.6032,56.8796,1,0,0
Australien,Tasmania,2020-03-06,145.9707,-41.4545,1,0,0
global,Andorra,2020-03-06,1.5218,42.5063,1,0,0
global,Portugal,2020-03-06,-8.2245,39.3999,13,0,0
global,Indonesien,2020-03-06,113.9213,-0.7893,4,0,0
global,Dominikanische Republik,2020-03-06,-70.1627,18.7357,2,0,0
China,Xinjiang,2020-03-06,85.2401,41.1129,76,71,3
global,Armenien,2020-03-06,45.0382,40.0691,1,0,0
global,Aserbaidschan,2020-03-06,47.5769,40.1431,6,0,0
global,Ecuador,2020-03-06,-78.1834,-1.8312,13,0,0
global,Katar,2020-03-06,51.1839,25.3548,8,0,0
global,Monaco,2020-03-06,7.4167,43.7333,1,0,0
global,Luxemburg,2020-03-06,6.1296,49.8153,2,0,0
China,Innere Mongolei,2020-03-06,113.9448,44.0935,75,65,1
global,Irland,2020-03-06,-7.6921,53.1424,18,0,0
Australien,Western Australia,2020-03-06,115.8605,-31.9505,3,0,1
global,Nigeria,2020-03-06,8.6753,9.082,1,0,0
global,Neuseeland,2020-03-06,174.886,-40.9006,4,0,0
global,Mexiko,2020-03-06,-102.5528,23.6345,6,1,0
China,Ningxia,2020-03-06,106.1655,37.2692,75,71,0
USA,"Norfolk County, MA",2020-03-06,-71.1449,42.1767,2,0,0
China,Shanghai,2020-03-06,121.4491,31.202,342,306,3
global,Island,2020-03-06,-19.0208,64.9631,43,0,0
global,Belarus,2020-03-06,27.9534,53.7098,6,0,0
China,Hebei,2020-03-06,116.1306,39.549,318,305,6
global,San Marino,2020-03-06,12.4578,43.9424,21,0,1
global,Niederlande,2020-03-06,5.2913,52.1326,128,0,1
global,Taiwan,2020-03-06,121,23.7,45,12,1
global,Estland,2020-03-06,25.0136,58.5953,10,0,0
global,Rumänien,2020-03-06,24.9668,45.9432,9,1,0
global,Norwegen,2020-03-06,8.4689,60.472,108,0,0
global,Nordmazedonien,2020-03-06,21.7453,41.6086,3,0,0
global,Griechenland,2020-03-06,21.8243,39.0742,45,0,0
global,Georgien,2020-03-06,43.3569,42.3154,4,0,0
global,Vietnam,2020-03-06,108,16,16,16,0
global,Brasilien,2020-03-06,-51.9253,-14.235,13,0,0
global,Pakistan,2020-03-06,69.3451,30.3753,6,0,0
Deutschland,Baden-Württemberg,2020-03-06,9.147687,48.606091,91,0,0
Deutschland,Bayern,2020-03-06,11.658165,48.768814,79,14,0
global,Israel,2020-03-06,35,31,37,2,0
Deutschland,Berlin,2020-03-06,13.40732,52.52045,15,0,0
Deutschland,Brandenburg,2020-03-06,14.124409,52.073056,1,0,0
global,Russland,2020-03-06,90,60,13,2,0
USA,"Orange County, CA",2020-03-06,-117.8531,33.7879,3,0,0
global,Österreich,2020-03-06,14.5501,47.5162,55,0,0
Deutschland,Bremen,2020-03-06,8.731851,53.029599,3,0,0
Deutschland,Hamburg,2020-03-06,10.007046,53.576158,8,0,0
global,Schweiz,2020-03-06,8.2275,46.8182,214,3,1
Deutschland,Hessen,2020-03-06,9.217535,50.758489,15,0,0
Deutschland,Mecklenburg-Vorpommern,2020-03-06,12.708563,53.810625,5,0,0
global,Kroatien,2020-03-06,15.2,45.1,11,0,0
Deutschland,Niedersachsen,2020-03-06,9.944255,52.518203,18,0,0
China,Qinghai,2020-03-06,95.9956,35.7452,18,18,0
Deutschland,Nordrhein-Westfalen,2020-03-06,7.385313,51.510157,281,0,0
global,Algerien,2020-03-06,1.6596,28.0339,17,0,0
Deutschland,Rheinland-Pfalz,2020-03-06,7.269307,50.104033,8,0,0
Deutschland,Saarland,2020-03-06,6.961042,49.41788,1,0,0
global,Kuwait,2020-03-06,47.75,29.5,58,0,0
Deutschland,Sachsen,2020-03-06,13.349228,51.022904,1,0,0
Deutschland,Schleswig-Holstein,2020-03-06,9.713017,54.1882542,7,0,0
global,Bahrain,2020-03-06,50.55,26.0275,60,4,0
Deutschland,Thüringen,2020-03-06,11.004142,50.894378,1,0,0
China,Macau,2020-03-06,113.55,22.1667,10,10,0
Deutschland,Repatriierte,2020-03-06,null,null,2,2,0
global,Afghanistan,2020-03-06,65,33,1,0,0
global,Oman,2020-03-06,57,21,16,2,0
Dänemark,Färöer,2020-03-06,-6.9118,61.8926,1,0,0
USA,"Contra Costa County, CA",2020-03-06,-121.9018,37.8534,3,0,0
global,Irak,2020-03-06,44,33,40,0,3
global,Libanon,2020-03-06,35.8623,33.8547,22,1,0
global,Ägypten,2020-03-06,30,26,15,1,0
China,Tibet,2020-03-06,88.0924,31.6927,1,1,0
global,Belgien,2020-03-06,4,50.8333,109,1,0
Frankreich,Saint Barthélemy,2020-03-06,-62.8333,17.9,3,0,0
USA,"San Francisco County, CA",2020-03-06,-122.4194,37.7749,2,0,0
Australien,South Australia,2020-03-06,138.6007,-34.9285,7,2,0
Großbritannien,Gibraltar,2020-03-06,-5.3536,36.1408,1,0,0
USA,"Harris County, TX",2020-03-06,-95.3103,29.7752,3,0,0
USA,"Polk County, GA",2020-03-06,-85.1479,34.0132,1,0,0
global,Spanien,2020-03-06,-4,40,400,2,5
USA,"Alameda County, CA",2020-03-06,-121.7195,37.6017,1,0,0
global,Schweden,2020-03-06,16,63,101,0,0
USA,"Providence County, RI",2020-03-06,-71.4774,41.8882,2,0,0
USA,"Chatham County, NC",2020-03-06,-79.1781,35.7211,1,0,0
USA,"Delaware County, PA",2020-03-06,-75.3879,39.9078,1,0,0
USA,"Douglas County, NE",2020-03-06,-96.1951,41.3148,1,0,0
USA,"Fayette County, KY",2020-03-06,-84.4803,38.0606,1,0,0
USA,"Marion County, IN",2020-03-06,-86.1752,39.8362,1,0,0
USA,"Middlesex County, MA",2020-03-06,-71.2874,42.4672,1,0,0
global,Italien,2020-03-06,12,43,4636,523,197
USA,"Nassau County, NY",2020-03-06,-73.5594,40.6546,1,0,0
USA,"Ramsey County, MN",2020-03-06,-93.0616,44.9964,1,0,0
USA,"Washoe County, NV",2020-03-06,-119.6035,40.5608,1,0,0
USA,"Wayne County, PA",2020-03-06,-75.2479,41.6739,1,0,0
USA,"Yolo County, CA",2020-03-06,-121.9018,38.7646,1,0,0
global,Indien,2020-03-06,78,21,31,3,0
global,Philippinen,2020-03-06,122,13,5,1,1
global,Vereinigte Arabische Emirate,2020-03-06,54,24,29,5,0
global,Finnland,2020-03-06,26,64,15,1,0
global,Sri Lanka,2020-03-06,81,7,1,1,0
USA,"Santa Clara County, CA",2020-03-06,-121.9552,37.3541,20,1,0
USA,"Clark County, NV",2020-03-06,-115.094,36.0796,1,0,0
global,Kambodscha,2020-03-06,104.9167,11.55,1,1,0
USA,"Fort Bend County, TX",2020-03-06,-95.8143,29.5693,1,0,0
USA,"Grant County, WA",2020-03-06,-119.3732,47.1981,1,0,0
Australien,Queensland,2020-03-06,153.4,-28.0167,13,8,0
USA,"Santa Rosa County, FL",2020-03-06,-86.9824,30.769,1,0,0
USA,"Williamson County, TN",2020-03-06,-86.8622,35.9179,1,0,0
Australien,Victoria,2020-03-06,144.9631,-37.8136,10,7,0
Australien,New South Wales,2020-03-06,151.2093,-33.8688,26,4,1
USA,"New York County, NY",2020-03-06,-74.006,40.7128,11,0,0
USA,"Montgomery County, MD",2020-03-06,-77.2405,39.1547,3,0,0
Kanada,British Columbia,2020-03-06,-123.1207,49.2827,21,3,0
global,Malaysia,2020-03-06,112.5,2.5,83,22,0
global,Nepal,2020-03-06,84.25,28.1667,1,1,0
global,Singapur,2020-03-06,103.8333,1.2833,130,78,0
global,Japan,2020-03-06,138,36,420,46,6
USA,"Suffolk County, MA",2020-03-06,-71.0589,42.3601,3,1,0
USA,"Denver County, CO",2020-03-06,-104.9903,39.7392,2,0,0
USA,"Summit County, CO",2020-03-06,-106.064,39.5912,1,0,0
global,Thailand,2020-03-06,101,15,48,31,1
global,San Marino,2020-03-07,12.4578,43.9424,23,0,1
China,Henan,2020-03-07,113.614,33.882,1272,1244,22
China,Chongqing,2020-03-07,107.874,30.0572,576,526,6
China,Ningxia,2020-03-07,106.1655,37.2692,75,71,0
China,Shanxi,2020-03-07,112.2922,37.5777,133,126,0
global,Litauen,2020-03-07,23.8813,55.1694,1,0,0
USA,"Maricopa County, AZ",2020-03-07,-112.4291,33.2918,2,1,0
global,Island,2020-03-07,-19.0208,64.9631,50,0,0
global,Martinique,2020-03-07,-61.0242,14.6415,2,0,0
global,Belarus,2020-03-07,27.9534,53.7098,6,0,0
China,Guangdong,2020-03-07,113.4244,23.3417,1352,1237,7
USA,"King County, WA",2020-03-07,-122.3321,47.6062,71,1,15
global,Malta,2020-03-07,14.3754,35.9375,3,0,0
global,Niederlande,2020-03-07,5.2913,52.1326,188,0,1
global,Französisch-Guyana,2020-03-07,-53.1258,3.9339,5,0,0
global,Estland,2020-03-07,25.0136,58.5953,10,0,0
global,Togo,2020-03-07,0.8248,8.6195,1,0,0
global,Taiwan,2020-03-07,121,23.7,45,12,1
China,Hebei,2020-03-07,116.1306,39.549,318,307,6
global,Rumänien,2020-03-07,24.9668,45.9432,9,3,0
global,Slowakei,2020-03-07,19.699,48.669,1,0,0
global,Norwegen,2020-03-07,8.4689,60.472,147,0,0
global,Frankreich,2020-03-07,2.2137,46.2276,949,12,11
global,Nordmazedonien,2020-03-07,21.7453,41.6086,3,0,0
global,Serbien,2020-03-07,21.0059,44.0165,1,0,0
global,Griechenland,2020-03-07,21.8243,39.0742,46,0,0
China,Jiangsu,2020-03-07,119.455,32.9711,631,606,0
global,Georgien,2020-03-07,43.3569,42.3154,4,0,0
China,Gansu,2020-03-07,101.0583,37.8099,120,87,2
global,Brasilien,2020-03-07,-51.9253,-14.235,13,0,0
global,Großbritannien,2020-03-07,-3.436,55.3781,206,18,2
global,Vietnam,2020-03-07,108,16,18,16,0
global,Südkorea,2020-03-07,128,36,7041,135,44
global,Pakistan,2020-03-07,69.3451,30.3753,6,0,0
global,Peru,2020-03-07,-75.0152,-9.19,1,0,0
Kreuzfahrtschiffe und Sonstige,"Kreuzfahrtschiff ""Diamond Princess""",2020-03-07,139.638,35.4437,696,40,6
global,Costa Rica,2020-03-07,-83.7534,9.7489,1,0,0
global,Israel,2020-03-07,35,31,43,2,0
USA,"Sonoma County, CA",2020-03-07,-122.9888,38.578,1,0,0
China,Fujian,2020-03-07,117.9874,26.0789,296,295,1
USA,"Cook County, IL",2020-03-07,-87.6976,41.7377,6,2,0
global,Österreich,2020-03-07,14.5501,47.5162,79,0,0
global,Kolumbien,2020-03-07,-74.2973,4.5709,1,0,0
global,Russland,2020-03-07,90,60,13,2,0
USA,"Orange County, CA",2020-03-07,-117.8531,33.7879,3,0,0
China,Hainan,2020-03-07,109.7453,19.1959,168,158,6
global,Kamerun,2020-03-07,11.5021,3.848,1,0,0
USA,"Wake County, NC",2020-03-07,-78.5661,35.8032,1,0,0
China,Heilongjiang,2020-03-07,127.7615,47.862,481,403,13
global,Schweiz,2020-03-07,8.2275,46.8182,268,3,1
China,Hong Kong,2020-03-07,114.2,22.3,108,51,2
global,Bhutan,2020-03-07,90.4336,27.5142,1,0,0
global,Iran,2020-03-07,53,32,5823,1669,145
global,Kroatien,2020-03-07,15.2,45.1,12,0,0
global,Südafrika,2020-03-07,22.9375,-30.5595,1,0,0
China,Shandong,2020-03-07,118.1498,36.3427,758,627,6
global,Slowenien,2020-03-07,14.9955,46.1512,7,0,0
China,Qinghai,2020-03-07,95.9956,35.7452,18,18,0
China,Hubei (Wuhan),2020-03-07,112.2707,30.9756,67666,43500,2959
global,Algerien,2020-03-07,1.6596,28.0339,17,0,0
global,Bosnien und Herzegowina,2020-03-07,17.6791,43.9159,3,0,0
USA,"Westchester County, NY",2020-03-07,-73.7949,41.122,57,0,0
global,Tunesien,2020-03-07,9,34,1,0,0
global,Kuwait,2020-03-07,47.75,29.5,61,0,0
China,Shaanxi,2020-03-07,108.8701,35.1917,245,226,1
global,Polen,2020-03-07,19.1451,51.9194,5,0,0
USA,"Umatilla, OR",2020-03-07,-118.7606,45.775,1,0,0
global,Bahrain,2020-03-07,50.55,26.0275,85,4,0
China,Peking (Beijing),2020-03-07,116.4142,40.1824,426,303,8
China,Liaoning,2020-03-07,122.6085,41.2956,125,107,1
global,Liechtenstein,2020-03-07,9.55,47.14,1,0,0
China,Macau,2020-03-07,113.55,22.1667,10,10,0
USA,"Fulton County, GA",2020-03-07,-84.3963,33.8034,3,0,0
global,Afghanistan,2020-03-07,65,33,1,0,0
global,Ungarn,2020-03-07,19.5033,47.1625,4,0,0
Deutschland,Baden-Württemberg,2020-03-07,9.147687,48.606091,116,0,0
Deutschland,Bayern,2020-03-07,11.658165,48.768814,117,14,0
global,Oman,2020-03-07,57,21,16,2,0
global,Vatikan,2020-03-07,12.4534,41.9029,1,0,0
global,Ukraine,2020-03-07,31.1656,48.3794,1,0,0
Dänemark,Färöer,2020-03-07,-6.9118,61.8926,1,0,0
Deutschland,Berlin,2020-03-07,13.40732,52.52045,24,0,0
Deutschland,Brandenburg,2020-03-07,14.124409,52.073056,2,0,0
global,Irak,2020-03-07,44,33,54,0,4
USA,"Contra Costa County, CA",2020-03-07,-121.9018,37.8534,3,0,0
USA,"Placer County, CA",2020-03-07,-120.8039,39.0916,5,0,1
global,Jordanien,2020-03-07,36.51,31.24,1,0,0
Deutschland,Bremen,2020-03-07,8.731851,53.029599,4,0,0
Deutschland,Hamburg,2020-03-07,10.007046,53.576158,12,0,0
global,Libanon,2020-03-07,35.8623,33.8547,22,1,0
China,Jiangxi,2020-03-07,115.7221,27.614,935,916,1
Deutschland,Hessen,2020-03-07,9.217535,50.758489,16,0,0
Deutschland,Mecklenburg-Vorpommern,2020-03-07,12.708563,53.810625,5,0,0
global,Ägypten,2020-03-07,30,26,15,1,0
global,Chile,2020-03-07,-71.543,-35.6751,4,0,0
Deutschland,Niedersachsen,2020-03-07,9.944255,52.518203,19,0,0
Deutschland,Nordrhein-Westfalen,2020-03-07,7.385313,51.510157,346,0,0
China,Guizhou,2020-03-07,106.8748,26.8154,146,115,2
China,Tibet,2020-03-07,88.0924,31.6927,1,1,0
global,Belgien,2020-03-07,4,50.8333,169,1,0
USA,"San Francisco County, CA",2020-03-07,-122.4194,37.7749,9,0,0
global,Argentinien,2020-03-07,-63.6167,-38.4161,8,0,0
Deutschland,Rheinland-Pfalz,2020-03-07,7.269307,50.104033,10,0,0
China,Shanghai,2020-03-07,121.4491,31.202,342,313,3
Frankreich,Saint Barthélemy,2020-03-07,-62.8333,17.9,3,0,0
USA,"Washington County, OR",2020-03-07,-123.1386,45.547,3,0,0
Deutschland,Saarland,2020-03-07,6.961042,49.41788,2,0,0
USA,"Harris County, TX",2020-03-07,-95.3103,29.7752,5,0,0
Australien,South Australia,2020-03-07,138.6007,-34.9285,7,2,0
China,Jilin,2020-03-07,126.1923,43.6661,93,90,1
global,Senegal,2020-03-07,-14.4524,14.4974,4,0,0
Großbritannien,Gibraltar,2020-03-07,-5.3536,36.1408,1,0,0
China,Anhui,2020-03-07,117.2264,31.8257,990,979,6
Deutschland,Sachsen,2020-03-07,13.349228,51.022904,2,0,0
global,Saudiarabien,2020-03-07,45,24,5,0,0
USA,"Polk County, GA",2020-03-07,-85.1479,34.0132,1,0,0
Deutschland,Schleswig-Holstein,2020-03-07,9.713017,54.1882542,8,0,0
global,Spanien,2020-03-07,-4,40,500,30,10
USA,"Snohomish County, WA",2020-03-07,-121.8339,48.033,27,0,1
global,Marokko,2020-03-07,-7.0926,31.7917,2,0,0
USA,"Alameda County, CA",2020-03-07,-121.7195,37.6017,2,0,0
USA,"Broward County, FL",2020-03-07,-80.3659,26.1901,2,0,0
USA,"Lee County, FL",2020-03-07,-81.9535,26.663,2,0,0
USA,"Pinal County, AZ",2020-03-07,-111.2845,32.8162,2,0,0
USA,"Rockland County, NY",2020-03-07,-73.983,41.1489,2,0,0
USA,"Saratoga County, NY",2020-03-07,-73.936,43.0324,2,0,0
USA,"Charleston County, SC",2020-03-07,-79.7848,32.7957,1,0,0
USA,"Clark County, WA",2020-03-07,-122.5194,45.7466,1,0,0
USA,"Cobb County, GA",2020-03-07,-84.5641,33.8999,1,0,0
USA,"Davis County, UT",2020-03-07,-112.0953,40.9629,1,0,0
USA,"El Paso County, CO",2020-03-07,-104.4723,38.9108,1,0,0
USA,"Honolulu County, HI",2020-03-07,-157.8584,21.307,1,0,0
USA,"Jackson County, OR",2020-03-07,-122.7647,42.3345,1,0,0
USA,"Jefferson County, WA",2020-03-07,-123.304,47.7425,1,0,0
USA,"Kershaw County, SC",2020-03-07,-80.5883,34.3672,1,0,0
USA,"Klamath County, OR",2020-03-07,-121.6142,42.6953,1,0,0
USA,"Madera County, CA",2020-03-07,-119.6963,37.2519,1,0,0
USA,"Pierce County, WA",2020-03-07,-122.1295,47.0676,1,0,0
USA,"Tulsa County, OK",2020-03-07,-95.941,36.1593,1,0,0
USA,"Douglas County, CO",2020-03-07,-104.9389,39.2587,3,0,0
Deutschland,Thüringen,2020-03-07,11.004142,50.894378,1,0,0
Deutschland,Repatriierte,2020-03-07,null,null,2,2,0
global,Schweden,2020-03-07,16,63,161,0,0
China,Guangxi,2020-03-07,108.7881,23.8298,252,218,2
global,Italien,2020-03-07,12,43,5883,589,233
global,Lettland,2020-03-07,24.6032,56.8796,1,0,0
USA,"Providence County, RI",2020-03-07,-71.4774,41.8882,3,0,0
USA,"Humboldt County, CA",2020-03-07,-123.8695,40.745,1,0,0
USA,"Chatham County, NC",2020-03-07,-79.1781,35.7211,1,0,0
global,Tschechien,2020-03-07,15.473,49.8175,19,0,0
USA,"Delaware County, PA",2020-03-07,-75.3879,39.9078,1,0,0
China,Hunan,2020-03-07,111.7088,27.6104,1018,960,4
USA,"Douglas County, NE",2020-03-07,-96.1951,41.3148,1,0,0
Australien,Tasmania,2020-03-07,145.9707,-41.4545,1,0,0
USA,"Fayette County, KY",2020-03-07,-84.4803,38.0606,1,0,0
USA,"Sacramento County, CA",2020-03-07,-121.3542,38.4747,2,0,0
USA,"Marion County, IN",2020-03-07,-86.1752,39.8362,1,0,0
global,Andorra,2020-03-07,1.5218,42.5063,1,0,0
USA,"Middlesex County, MA",2020-03-07,-71.2874,42.4672,1,0,0
USA,"Grafton County, NH",2020-03-07,-71.826,43.9088,2,0,0
global,Portugal,2020-03-07,-8.2245,39.3999,20,0,0
USA,"Nassau County, NY",2020-03-07,-73.5594,40.6546,4,0,0
USA,"San Diego County, CA",2020-03-07,-117.1611,32.7157,3,1,0
USA,"Ramsey County, MN",2020-03-07,-93.0616,44.9964,1,0,0
global,Indonesien,2020-03-07,113.9213,-0.7893,4,0,0
USA,"Washoe County, NV",2020-03-07,-119.6035,40.5608,1,0,0
USA,"Kreuzfahrtschiff ""Grand Princess""",2020-03-07,-122.6655,37.6489,21,0,0
USA,"Wayne County, PA",2020-03-07,-75.2479,41.6739,1,0,0
global,Dominikanische Republik,2020-03-07,-70.1627,18.7357,2,0,0
USA,"Yolo County, CA",2020-03-07,-121.9018,38.7646,1,0,0
global,Indien,2020-03-07,78,21,34,3,0
USA,"Kreuzfahrtschiff ""Diamond Princess""",2020-03-07,139.638,35.4437,45,0,0
global,Philippinen,2020-03-07,122,13,6,1,1
global,Armenien,2020-03-07,45.0382,40.0691,1,0,0
global,Vereinigte Arabische Emirate,2020-03-07,54,24,45,7,0
China,Sichuan,2020-03-07,102.7103,30.6171,539,454,3
global,Finnland,2020-03-07,26,64,15,1,0
China,Xinjiang,2020-03-07,85.2401,41.1129,76,72,3
global,Sri Lanka,2020-03-07,81,7,1,1,0
China,Tianjin,2020-03-07,117.323,39.3054,136,128,3
global,Aserbaidschan,2020-03-07,47.5769,40.1431,9,0,0
USA,"Santa Clara County, CA",2020-03-07,-121.9552,37.3541,32,1,0
global,Kambodscha,2020-03-07,104.9167,11.55,1,1,0
China,Zhejiang,2020-03-07,120.0934,29.1832,1215,1154,1
USA,"Clark County, NV",2020-03-07,-115.094,36.0796,1,0,0
global,Ecuador,2020-03-07,-78.1834,-1.8312,13,0,0
global,Dänemark,2020-03-07,9.5018,56.2639,23,1,0
USA,"Fort Bend County, TX",2020-03-07,-95.8143,29.5693,3,0,0
Australien,Queensland,2020-03-07,153.4,-28.0167,13,8,0
global,Katar,2020-03-07,51.1839,25.3548,8,0,0
USA,"Grant County, WA",2020-03-07,-119.3732,47.1981,1,0,0
USA,"San Benito, CA",2020-03-07,-120.9876,36.5761,2,0,0
global,Monaco,2020-03-07,7.4167,43.7333,1,0,0
USA,"Santa Rosa County, FL",2020-03-07,-86.9824,30.769,1,0,0
Australien,Victoria,2020-03-07,144.9631,-37.8136,11,7,0
Kanada,Quebec,2020-03-07,-73.5491,52.9399,3,0,0
USA,"Williamson County, TN",2020-03-07,-86.8622,35.9179,1,0,0
global,Luxemburg,2020-03-07,6.1296,49.8153,2,0,0
Australien,New South Wales,2020-03-07,151.2093,-33.8688,28,4,1
